Duration (seconds),How familiar are you with your company's immigration policies?,How many employees work at your company?,What industry is your company in? (modified),What industry is your company in?,What state is your company headquartered in?,Do you have a written immigration policy today?,Does your company hire candidates on H-1B visas?,Do you require that the H-1B candidate has a minimum amount of time remaining in their overall 6-year maximum for them to be eligible for hire?,How many months must be remaining in their H-1B status (time before max out)? Please leave blank if unsure; use the arrow button below to move forward.,Months before H-1B maxout (modified),Are H-1B employees eligible for Green Card sponsorship?,How many months after the employee's start date are H-1B employees eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from H-1B (modified),Does your company sponsor L-1 visas?,Are L-1 employees eligible for H-1B lottery sponsorship?,How many months after the L-1 employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from L-1 (modified),Are L-1 employees eligible for Green Card sponsorship?,How many months after the L-1 employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from L-1 (modified),Does your company sponsor F-1 OPT visas?,Do you require that the F-1 OPT candidate has a minimum time period of OPT or STEM OPT remaining for them to be eligible for hire?,How many months must be remaining in their F-1 status (time before max out)?Please leave blank if unsure; use the arrow button below to move forward.,Months before F-1 OPT maxout (modified),"Does your company sponsor single intent visas (e.g. TN, E-2, E-3, O-1) that can be renewed indefinitely?",Are single intent visa employees eligible for H-1B lottery sponsorship?,How many months after the single intent visa employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from single intent (modified),Are single intent visa employees eligible for Green Card sponsorship?,How many months after the single intent visa employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start-date for GC eligibility from single intent (modified),How many months before an employee's status expiration do you initiate an extension?Please leave blank if unsure; use the arrow button below to move forward.,Months left before expiry to initiate extension (modified) ,When are employees eligible to start with your company after an H-1B transfer has been filed?,Does your company support the maintenance of the employee's underlying nonimmigrant visa once an I-485 is pending?,Do you limit which occupations/jobs you are willing to sponsor for a non-immigrant visa?,"To show that you are paying attention, please select ""none of the above"" option as your answer.","For PERM-based Green Cards, the employer is required to cover the cost of the PERM but either the employer or employee can cover the cost of the I-140 and I-485 processes. What portion of I-140 costs do you cover?",What portion of I-485 costs do you cover?,Do you cover Green Card processing costs for the employee's dependent family members?,"If an application is filed with USCIS' Premium Processing option, who covers the cost?",What portion of consular processing costs do you cover when an employee goes abroad to obtain a visa stamp?,Will you cover travel expenses related to consular processing of visa applications?,,Do you cover non-immigrant visa costs for the employee's dependent family members?,Do you have a liquidated damages clause that allows you to recoup immigration fees when an employee leaves your company within a specific time period?,What is the tenure threshold below which the liquidated damages clause applies in months?Please leave blank if unsure; use the arrow button below to move forward.,Tenure of liquidated damages clause (modified) ,What percent of damages are you seeking to recover?Please leave blank if unsure; use the arrow button below to move forward.,Percent of damages recovered (modified),Who is responsible for immigration costs at your company?,Do you share a complete copy of an employee's immigration filings with the employee to bring to consular appointments?,"Do you share case tracking numbers (e.g. receipt number, PERM case number) and government notices (e.g. receipt notice, approval notice) with the employee?",Session ID,Publish ID,Count of State Responses,Count of Industry Responses,SizeProxy,[AI]Proxy,Power of One
221,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,VA,Yes,Yes,Yes,24,24,Yes,12,12,No,,,,,,,No,,,,No,,,,,,,9,12,Immediately upon USCIS receipt of application,Yes,No,None of the above,Some,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Always,Yes,f2555a5a-6e28-4ea2-a0ce-caf901bae6e6,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,98,#REF!,#REF!,1
82,It is a primary function of my job role,3. 51-200,Food & Beverages,Food & Beverages,GA,No,No,,,,,,,No,,,,,,,No,,,,Yes,I don't know,,,No,,,6,6,Upon USCIS issuance of receipt notice,No,No,None of the above,I don't know,None,I don't know,I don't know,None,I don't know,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,No,e5249525-a219-4e13-a020-5c37dbf51784,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,30,#REF!,#REF!,1
158,It is a primary function of my job role,"6. 1,001-5,000",Manufacturing,Manufacturing,WI,Yes,Yes,Yes,6,6,Yes,12,12,No,,,,,,,No,,,,Yes,No,,,Yes,12,12,12,12,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,Some,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,bd73c6a0-17ff-48c0-85f9-abbae8082765,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,5,37,#REF!,#REF!,1
114,It is a primary function of my job role,"6. 1,001-5,000",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,GA,Yes,Yes,Yes,12,12,Yes,12,12,Yes,Yes,6,6,Yes,5,6,Yes,Yes,3,6,Yes,Yes,5,6,Yes,6,6,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,2,6,2,5,Human Resources,Always,Yes,8195222d-6b4d-40f6-ad91-dce7e7929415,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,98,#REF!,#REF!,1
309,It is a primary function of my job role,"8. 10,000+",Business Support & Logistics,HR,CA,Yes,Yes,Yes,10,12,Yes,22,24,Yes,Yes,6,6,Yes,6,6,Yes,Yes,8,12,Yes,Yes,7,12,Yes,10,12,5,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,Yes,8,12,3,5,Human Resources,Always,Yes,15093cd6-3b28-4a6c-b310-369cc0202328,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,53,#REF!,#REF!,1
179,It is a primary function of my job role,3. 51-200,Retail & Consumer Durables,Retail & Consumer Durables,CA,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,4,6,Immediately upon USCIS receipt of application,No,No,None of the above,I don't know,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,No,61396e1c-b60b-43ac-8022-65ea9756660b,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,46,#REF!,#REF!,1
288,It is a primary function of my job role,"6. 1,001-5,000",Retail & Consumer Durables,Retail & Consumer Durables,MD,Yes,Yes,Yes,6,6,Yes,6,6,Yes,No,,,Yes,6,6,No,,,,No,,,,,,,6,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,12,12,90,100,Human Resources,Always,Yes,cd3ccd94-b37b-48f9-b28b-b13dba21e5e8,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,12,46,#REF!,#REF!,1
95,It is a primary function of my job role,2. 11-50,Transportation & Delivery,Transportation & Delivery,IN,Yes,Yes,Yes,6,6,No,,,Yes,No,,,No,,,No,,,,No,,,,,,,6,6,Immediately upon USCIS receipt of application,Yes,No,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,None,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,No,833df466-b58f-4ac8-98a0-af798b2db1f1,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,7,9,#REF!,#REF!,1
150,It is a primary function of my job role,"6. 1,001-5,000","Telecommunications, Technology, Internet & Electronics","Telecommunications, Technology, Internet & Electronics",PA,Yes,Yes,Yes,6,6,Yes,12,12,No,,,,,,,No,,,,No,,,,,,,12,12,Upon USCIS issuance of receipt notice,Yes,No,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,Yes,b45d49e9-48ef-464f-b7c6-c56e9b794ada,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,21,24,#REF!,#REF!,1
136,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Government,Government,CA,Yes,Yes,Yes,6,6,Yes,,,Yes,Yes,,,Yes,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,Human Resources,Always,I don't know,f07f0738-6b82-4d46-ac9d-2e7e4990ef62,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,20,#REF!,#REF!,1
465,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Government,Government,CA,Yes,Yes,Yes,2,6,Yes,6,6,Yes,Yes,4,6,Yes,4,6,Yes,Yes,2,6,Yes,Yes,5,6,Yes,6,6,5,6,Upon USCIS approval,Yes,No,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,No,,We cover some costs for dependent family members,Yes,6,6,40,50,Human Resources,Sometimes,Yes,1262bb40-a6fd-4d05-9e03-91996af2c1d1,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,20,#REF!,#REF!,1
223,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Retail & Consumer Durables,Retail & Consumer Durables,FL,No,Yes,No,,,Yes,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,No,No,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,I don't know,,We cover no costs for dependent family members,No,,,,,Human Resources,Never,No,36740651-3a1e-4e49-b438-b6b3d238f697,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,46,#REF!,#REF!,1
125,It is a primary function of my job role,4. 201-500,Real Estate,Real Estate,RI,No,No,,,,,,,No,,,,,,,No,,,,Yes,I don't know,,,I don't know,,,8,12,Upon USCIS issuance of receipt notice,I don't know,No,None of the above,Some,None,We cover no costs for dependent family members,I don't know,All,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,No,e7a5fa01-0272-4717-8c1f-b7ee01ab238e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,2,7,#REF!,#REF!,1
394,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Automotive,Automotive,FL,Yes,No,,,,,,,Yes,Yes,3,6,Yes,6,6,Yes,Yes,6,6,Yes,Yes,3,6,No,,,3,6,Immediately upon USCIS receipt of application,Yes,No,None of the above,Some,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,3,6,10,5,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,No,dc2af26c-892f-4d46-beb8-a6f31a61a7a8,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,13,#REF!,#REF!,1
131,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Finance & Financial Services,Finance & Financial Services,SC,No,Yes,No,,,I don't know,,,No,,,,,,,No,,,,No,,,,,,,9,12,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,No,,I don't know,I don't know,,,,,Human Resources,Never,No,a5a2796f-feeb-4cce-8fe4-41501b7b1bcb,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,5,24,#REF!,#REF!,1
208,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Education,Education,TX,Yes,Yes,Yes,36,36,Yes,,,No,,,,,,,Yes,Yes,14,24,No,,,,,,,,,Immediately upon USCIS receipt of application,No,No,None of the above,Some,All,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,Yes,fad86f0b-d29a-4550-816c-5b1d24cf1e14,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,46,#REF!,#REF!,1
203,It is a primary function of my job role,3. 51-200,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,TX,Yes,Yes,No,,,No,,,No,,,,,,,No,,,,No,,,,,,,6,6,Upon USCIS approval,Yes,No,None of the above,All,All,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,None,No,,We cover no costs for dependent family members,Yes,6,6,50,50,Human Resources,Sometimes,Yes,0669db70-0658-442b-9849-f8d28ff9b4d4,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,98,#REF!,#REF!,1
355,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Manufacturing,Manufacturing,CA,No,Yes,No,,,Yes,9,12,No,,,,,,,Yes,No,,,Yes,No,,,No,,,3,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,dfd752a8-bfed-47ee-9df1-faca07c29eaa,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,37,#REF!,#REF!,1
218,"It is a part of my job role, and I collaborate with others as needed","7. 5,001-10,000",Government,Government,MD,Yes,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,12,12,Upon USCIS approval,I don't know,No,None of the above,Some,None,We cover no costs for dependent family members,I don't know,None,No,,I don't know,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,No,9e615e8f-8f28-46d9-8033-e50ccb2ae95f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,12,20,#REF!,#REF!,1
168,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Business Support & Logistics,Business Support & Logistics,FL,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,I don't know,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",I don't know,I don't know,976d8c5c-6058-4abe-9f73-89fb1ba1c62e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,53,#REF!,#REF!,1
96,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Finance & Financial Services,Finance & Financial Services,NY,No,Yes,Yes,3,6,No,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,None,I don't know,I don't know,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,No,f6ce75fc-618b-4a5f-bc40-a993a527f825,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,24,#REF!,#REF!,1
92,It is a primary function of my job role,"6. 1,001-5,000",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,NY,No,No,,,,,,,No,,,,,,,Yes,I don't know,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,Some,I don't know,We cover all costs for all dependent family members,I don't know,I don't know,Yes,,I don't know,No,,,,,Human Resources,Sometimes,I don't know,f81c11a3-2ac1-41f9-b78c-c7c5e87bda99,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,98,#REF!,#REF!,1
821,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,Consulting,PA,Yes,Yes,Yes,9,12,Yes,12,12,Yes,Yes,12,12,No,,,No,,,,Yes,Yes,10,12,No,,,6,6,Upon USCIS approval,No,Yes,None of the above,All,All,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,All,No,,We cover no costs for dependent family members,Yes,,,25,25,Human Resources,Always,No,37df62fd-7093-4ca9-8110-be6183e112be,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,21,53,#REF!,#REF!,1
204,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Health Care & Pharmaceuticals,Veterinarian animal care,OH,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,I don't know,No,None of the above,None,None,We cover no costs for dependent family members,I don't know,None,No,,We cover no costs for dependent family members,No,,,,,Employee,I don't know,No,a1e405a9-1d04-4110-9dd5-a820ae6f4b2f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,16,98,#REF!,#REF!,1
59,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,Business Support & Logistics,AZ,Yes,No,,,,,,,Yes,I don't know,,,No,,,Yes,No,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS issuance of receipt notice,I don't know,Yes,None of the above,All,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover no costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,No,7742543f-ce65-47c6-865f-4751854766a6,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,10,53,#REF!,#REF!,1
120,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Finance & Financial Services,Banking,FL,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,3,6,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,Human Resources,I don't know,I don't know,16136b7d-cfa7-4eda-9576-e65d09fab270,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,24,#REF!,#REF!,1
259,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,WV,Yes,Yes,Yes,13,24,Yes,24,24,No,,,,,,,Yes,No,,,Yes,Yes,24,24,Yes,24,24,24,24,Upon USCIS issuance of receipt notice,Yes,No,None of the above,All,All,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,No,,We cover some costs for dependent family members,Yes,18,24,80,100,Human Resources,Always,Yes,b3234a46-d94c-4002-853c-1cb74befd86d,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,4,98,#REF!,#REF!,1
71,It is a primary function of my job role,1. 1-10,Business Support & Logistics,HR,MN,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,No,No,None of the above,All,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,I don't know,,We cover some costs for dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Never,No,7438fad8-12d2-40c0-b746-0fd65314235c,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,7,53,#REF!,#REF!,1
108,It is a primary function of my job role,1. 1-10,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,AZ,No,Yes,Yes,3,6,No,,,No,,,,,,,No,,,,No,,,,,,,3,6,Immediately upon USCIS receipt of application,No,No,None of the above,None,None,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,All,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,No,5685b14f-b256-492b-8472-23a87e1c79a3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,10,98,#REF!,#REF!,1
212,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Business Support & Logistics,Business Support & Logistics,GA,Yes,Yes,Yes,24,24,Yes,12,12,Yes,Yes,12,12,Yes,12,12,Yes,Yes,24,24,Yes,Yes,12,12,Yes,12,12,3,6,Immediately upon USCIS receipt of application,Yes,No,None of the above,All,All,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,Some,No,,We cover no costs for dependent family members,Yes,12,12,100,100,Human Resources,Always,Yes,a88ba73c-a05c-4939-91cc-20b5939b2228,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,53,#REF!,#REF!,1
83,It is a primary function of my job role,4. 201-500,Food & Beverages,Food & Beverages,AL,No,Yes,Yes,12,12,No,,,Yes,Yes,12,12,No,,,No,,,,No,,,,,,,0,0,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,None,None,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover some costs for dependent family members,Yes,3,6,12,5,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,No,8da2b1d3-a646-4a56-b038-08526c16d9c8,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,22,30,#REF!,#REF!,1
183,"It is a part of my job role, and I collaborate with others as needed","7. 5,001-10,000",Government,Government,VA,Yes,Yes,Yes,,,Yes,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,None,All,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Always,Yes,07e90ed7-3d7c-4529-8ed2-6bd207aad5f9,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,20,#REF!,#REF!,1
148,It is a primary function of my job role,"6. 1,001-5,000",Manufacturing,Manufacturing,TX,Yes,Yes,Yes,5,6,Yes,5,6,Yes,Yes,5,6,Yes,5,6,Yes,Yes,5,6,Yes,Yes,5,6,Yes,5,6,5,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,5,6,55,75,Human Resources,Always,Yes,126f4281-c78c-4e50-8c04-b463e906847c,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,37,#REF!,#REF!,1
222,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Business Support & Logistics,Custodail management,WI,Yes,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,3,6,Immediately upon USCIS receipt of application,No,I don't know,None of the above,I don't know,I don't know,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,None,I don't know,,We cover some costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,78970a46-b618-457c-9db0-d49acc015dbc,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,5,53,#REF!,#REF!,1
106,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Government,Government,TX,Yes,Yes,Yes,6,6,Yes,,,No,,,,,,,No,,,,No,,,,,,,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,6,6,50,50,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,5f39f647-a6f7-4a89-aff0-81c1f1f5f24d,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,20,#REF!,#REF!,1
153,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Business Support & Logistics,HR,AK,No,Yes,Yes,6,6,Yes,3,6,Yes,Yes,2,6,Yes,3,6,Yes,Yes,5,6,Yes,Yes,5,6,Yes,5,6,5,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,,,,,Human Resources,Always,Yes,11f41389-5132-41ca-aa51-baca356a8086,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,53,#REF!,#REF!,1
93,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,"Construction, Machinery and Homes","Construction, Machinery and Homes",CA,Yes,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,2,6,Immediately upon USCIS receipt of application,No,Yes,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,I don't know,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,915ae155-76f1-4ef1-b30d-cba5aedc4487,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,47,#REF!,#REF!,1
118,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Automotive,Automotive,TX,No,Yes,Yes,3,6,Yes,6,6,Yes,Yes,10,12,Yes,,,Yes,Yes,3,6,Yes,Yes,6,6,Yes,22,24,24,24,Upon USCIS issuance of receipt notice,No,Yes,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover all costs for all dependent family members,No,,,,,Human Resources,Always,No,f4ce1d2f-3ee0-44fc-b1b2-1921929453a8,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,13,#REF!,#REF!,1
